Name;Set;Imagefile;Side;Culture;Type;Twilight;Strength;Vitality;Resistance;Signet/Site#;Unique;Set#;Rarity;Card#;Notes;Lore;Text
Aldred, Eored Soldier;BlackRider;LOTR12107;Free;Rohan;Companion - Man;01;05;3;05;;U;12;C;107;;;At the start of each skirmish involving Aldred, you may discard a possession borne by a minion he is skirmishing.
Cast Out;BlackRider;LOTR12108;Free;Rohan;Condition - Support Area;04;;;;;;12;R;108;;;Toil 2. (For each [ROHAN] character you exert when playing this, its twilight cost is -2) Maneuver: Spot a [ROHAN] Man and discard this condition to exert a minion. Maneuver: Spot a mounted [ROHAN] Man and discard this condition to return an exhausted minion to its owner's hand.
Challenging the Orc-host;BlackRider;LOTR12109;Free;Rohan;Event - Skirmish;01;;;;;;12;C;109;;;Make a [ROHAN] companion strength +2 (or +1 for each minion you can spot if that companion has resistance 5 or more).
Cleaving a Path;BlackRider;LOTR12110;Free;Rohan;Condition - Support Area;01;;;;;;12;C;110;;;Skirmish: Discard this condition to make a [ROHAN] companion strength +1 for each of the following that is true: he or she is at a plains site; he or she has resistance 4 or more; he or she is bearing armor; he or she is skirmishing a wounded minion.
Coif;BlackRider;LOTR12111;Free;Rohan;Possession - Armor;00;;+1;;;;12;R;111;;;Bearer must be a [ROHAN] Man. Each time a Shadow card adds any number of twilight tokens, you may exert bearer to prevent that. Each time the fellowship moves from a forest site, exert a companion.
Eomer, Eored Leader;BlackRider;LOTR12112;Free;Rohan;Companion - Man;03;07;3;07;;U;12;U;112;;;While you can spot a [ROHAN] Man, Eomer's twilight cost is -1. Maneuver: If you can spot more minions than companions, exert Eomer to play a [ROHAN] companion from your draw deck.
Eored Warrior;BlackRider;LOTR12113;Free;Rohan;Companion - Man;02;05;3;06;;;12;S;113;;;While this companion is at a battleground or plains site, he is strength +3.
For the Mark;BlackRider;LOTR12114;Free;Rohan;Event - Regroup;00;;;;;;12;C;114;;;Spot a [ROHAN] Man to discard a possession from play. You may exert a [ROHAN] Man who has resistance 3 or more to play this event during the maneuver phase.
Golden Glimmer;BlackRider;LOTR12115;Free;Rohan;Condition - Support Area;01;;;;;;12;C;115;;;Response: If a companion is about to take a wound, spot a [ROHAN] companion and add 2 burdens to prevent that.
Haethen, Veteran Fighter;BlackRider;LOTR12116;Free;Rohan;Companion - Man;03;07;3;05;;U;12;R;116;;;Haethen cannot take wounds during fierce skirmishes. Skirmish: Exert Haethen to make him strength +1.
Leofric, Defender of the Mark;BlackRider;LOTR12117;Free;Rohan;Companion - Man;02;06;3;06;;U;12;U;117;;;Skirmish: If Leofric is in a skirmish, exert him to play a [ROHAN] skirmish event from your draw deck.
The Mouth of Sauron, Lieutenant of Barad-dur;BlackRider;LOTR12118;Shadow;Sauron;Minion - Man;03;09;3;;5;U;12;R;118;;;Assignment: Assign The Mouth of Sauron to the companion who has the highest strength. (If two or more are tied for highest, choose one.)
Bilbo, Melancholy Hobbit;BlackRider;LOTR12119;Free;Shire;Companion - Hobbit;02;03;4;08;;U;12;R;119;;;Ring-bound. At the start of each skirmish involving Bilbo, you may exert him to take a [SHIRE] skirmish event into hand from your discard pile.
Diversion;BlackRider;LOTR12120;Free;Shire;Event - Regroup;01;;;;;;12;R;120;;;Discard a Hobbit not assigned to a skirmish from play to discard a minion from play. If the fellowship is at a battleground site, you may add 2 burdens to play this event during a skirmish involving a Hobbit.
Flotsam and Jetsam;BlackRider;LOTR12121;Free;Shire;Event - Response;00;;;;;;12;C;121;;;If a companion (except a Hobbit) wins a skirmish, heal a Hobbit.
Home and Hearth;BlackRider;LOTR12122;Free;Shire;Condition - Support Area;00;;;;;;12;C;122;;;Each time you play a Hobbit, you may remove a burden. Then, if the fellowship is at a dwelling site, heal the Ring-bearer.
Hope is Kindled;BlackRider;LOTR12123;Free;Shire;Event - Skirmish;02;;;;;;12;C;123;;;Make a Hobbit strength +2. If that Hobbit wins this skirmish, you may remove a burden.
Long Live the Halflings;BlackRider;LOTR12124;Free;Shire;Condition - Support Area;02;;;;;;12;R;124;;;To play, spot a Hobbit. Skirmish: If your Ring-bearer is assigned to a skirmish, discard this condition to make each companion who has resistance 7 or more strength +2 until the regroup phase.
Measure of Comfort;BlackRider;LOTR12125;Free;Shire;Condition - Support Area;01;;;;;;12;S;125;;;While you can spot a Hobbit, each unbound companion is resistance +1.
No Worse for Wear;BlackRider;LOTR12126;Free;Shire;Event - Skirmish;01;;;;;;12;S;126;;;Prevent a Hobbit from being overwhelmed unless his or her strength is tripled. Then, if the fellowship is at a dwelling site, you may discard 2 cards from hand to return this event to your hand.
Pippin, Hobbit of Some Intelligence;BlackRider;LOTR12127;Free;Shire;Companion - Hobbit;01;03;4;06;Gandalf;U;12;R;127;This card has the Gandalf signet. ;;When you play Pippin, remove a burden or heal a companion.
A Promise;BlackRider;LOTR12128;Free;Shire;Condition - Support Area;00;;;;;;12;R;128;;;While you can spot Frodo and Sam and neither is exhausted, each is strength +1.
Rosie Cotton, Barmaid;BlackRider;LOTR12129;Free;Shire;Companion - Hobbit;01;02;3;08;;U;12;R;129;;;Sam cannot be overwhelmed unless his strength is tripled. Each time the Free Peoples player assigns Rosie Cotton to a skirmish, add 2 burdens.
Simple Living;BlackRider;LOTR12130;Free;Shire;Condition - Support Area;01;;;;;U;12;U;130;;;Response: If you play a [SHIRE] event, discard this condition to heal each Hobbit.
Stand Together;BlackRider;LOTR12131;Free;Shire;Condition - Support Area;00;;;;;;12;U;131;;;Each time a Hobbit wins a skirmish, he or she gains muster until the end of the turn. (At the start of the regroup phase, you may discard a card from hand to draw a card.)
Sudden Fury;BlackRider;LOTR12132;Free;Shire;Condition - Support Area;02;;;;;;12;U;132;;;Each time a [SHIRE] companion loses a skirmish, add a [SHIRE] token here. Skirmish: Remove a [SHIRE] token from here to make a [SHIRE] companion strength +1.
Tolman Cotton, Farmer of Bywater;BlackRider;LOTR12133;Free;Shire;Companion - Hobbit;02;04;4;08;;U;12;S;133;;;Response: If a burden is about to be added by a Shadow card, spot another Hobbit and exert Tolman Cotton to prevent that.
Advancing Uruk;BlackRider;LOTR12134;Shadow;Uruk-hai;Minion - Uruk-hai;03;09;2;;5;;12;C;134;;;Damage +1. Muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) When you cannot spot another [URUK-HAI] minion, discard this minion.
Barbaric Uruk;BlackRider;LOTR12135;Shadow;Uruk-hai;Minion - Uruk-hai;03;08;2;;5;;12;U;135;;;Damage +1. Assignment: Make the Free Peoples player assign this minion to an unwounded companion.
Berserker Torch;BlackRider;LOTR12136;Shadow;Uruk-hai;Possession - Hand Weapon;03;;;;;;12;U;136;;;Toil 1. (For each [URUK-HAI] character you exert when playing this, its twilight cost is -1) Bearer must be an [URUK-HAI] Uruk-hai. Bearer is strength +2 for each wound on each character in its skirmish.
Breeding Pit Conscript;BlackRider;LOTR12137;Shadow;Uruk-hai;Minion - Uruk-hai;04;10;2;;5;;12;C;137;;;Damage +1. Muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) When you play this minion, you may discard a card from hand to draw a card.
Broken Heirloom;BlackRider;LOTR12138;Shadow;Uruk-hai;Event - Maneuver;03;;;;;;12;U;138;;;Toil 2. (For each [URUK-HAI] character you exert when playing this, its twilight cost is -2) Spot an [URUK-HAI] minion to discard a possession borne by a companion who has resistance 4 or less.
Broken in Defeat;BlackRider;LOTR12139;Shadow;Uruk-hai;Event - Skirmish;01;;;;;;12;R;139;;;Make an [URUK-HAI] minion strength +2. Then you may spot 6 companions to return this event to your hand.
Crushing Uruk;BlackRider;LOTR12140;Shadow;Uruk-hai;Minion - Uruk-hai;04;10;3;;5;;12;U;140;;;Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Response: If a companion loses a skirmish involving an [URUK-HAI] minion, exert this minion to discard a possession borne by that companion.
Dark Alliance;BlackRider;LOTR12141;Shadow;Uruk-hai;Condition - Support Area;00;;;;;;12;R;141;;;Response: If an ally or companion uses a special ability, discard this condition and exert an [URUK-HAI] lurker to prevent that.
Merciless Uruk;BlackRider;LOTR12142;Shadow;Uruk-hai;Minion - Uruk-hai;04;11;3;;5;;12;C;142;;;Damage +1. Each time this minion wins a skirmish, you may spot a companion who has resistance 4 or less to place this minion on the bottom of your draw deck.
Quelling Force;BlackRider;LOTR12143;Shadow;Uruk-hai;Event - Skirmish;01;;;;;;12;C;143;;;Make an [URUK-HAI] minion strength +1 for each other [URUK-HAI] minion you can spot.
Saruman, Agent of the Dark Lord;BlackRider;LOTR12144;Shadow;Uruk-hai;Minion - Wizard;04;08;4;;4;U;12;S;144;;;Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Skirmish: Exert Saruman to make an [URUK-HAI] minion strength +2. Each time a companion is killed, you may heal Saruman.
Shingle in a Storm;BlackRider;LOTR12145;Shadow;Uruk-hai;Condition - Support Area;00;;;;;;12;C;145;;;While you can spot 6 companions, each [URUK-HAI] minion is damage +1. Assignment: Discard this condition to assign an [URUK-HAI] minion to a companion who has resistance 2 or less.
Strange Device;BlackRider;LOTR12146;Shadow;Uruk-hai;Event - Shadow;01;;;;;;12;C;146;;;Spot an [URUK-HAI] minion to draw 3 cards. Then discard 2 cards from hand or discard an [URUK-HAI] minion from hand.
Suppressing Uruk;BlackRider;LOTR12147;Shadow;Uruk-hai;Minion - Uruk-hai;04;11;2;;5;U;12;U;147;;;Damage +1. While there is a companion in the dead pile, each unbound companion is resistance -4.
Tempest of War;BlackRider;LOTR12148;Shadow;Uruk-hai;Condition - Support Area;00;;;;;;12;U;148;;;While you can spot an [URUK-HAI] minion, each unbound companion is resistance -1 for each condition he or she bears. Skirmish: Spot an [URUK-HAI] minion and a companion who has resistance 2 or less to discard from play all conditions in all player's support areas.
Uruk Common;BlackRider;LOTR12149;Shadow;Uruk-hai;Minion - Uruk-hai;04;11;3;;5;;12;C;149;;;Damage +1. Each time this minion is assigned to a skirmish, if it is not at a battleground site, remove [2] or discard this minion.
Uruk Decimator;BlackRider;LOTR12150;Shadow;Uruk-hai;Minion - Uruk-hai;04;12;3;;5;;12;R;150;;;While this minion is at a battleground site, it is strength +2. While this minion is bearing a possession, it is damage +1.
Uruk Desecrator;BlackRider;LOTR12151;Shadow;Uruk-hai;Minion - Uruk-hai;04;11;2;;5;;12;S;151;;;Damage +1. Each unbound companion is resistance -2 for each wound he or she has.
Uruk Dominator;BlackRider;LOTR12152;Shadow;Uruk-hai;Minion - Uruk-hai;04;08;3;;5;U;12;S;152;;;Damage +1. Skirmish: Exert this minion to make it strength +1 for each [URUK-HAI] Uruk-hai you spot (or +2 for each if you can spot a companion who has resistance 3 or less).
Uruk Pikeman;BlackRider;LOTR12153;Shadow;Uruk-hai;Minion - Uruk-hai;03;08;2;;5;;12;C;153;;;Damage +1. While this minion is skirmishing an exhausted companion, this minion is strength +3 (or +5 if that companion has resistance 4 or less).
Uruk Slaughterer;BlackRider;LOTR12154;Shadow;Uruk-hai;Minion - Uruk-hai;04;10;2;;5;;12;R;154;;;Damage +1. Each time a companion is killed in a skirmish involving an [URUK-HAI] minion, you may discard any number of cards from hand to draw the same number of cards.
Uruk Zealot;BlackRider;LOTR12155;Shadow;Uruk-hai;Minion - Uruk-hai;06;14;4;;5;U;12;R;155;;;Damage +1. To play, spot an [URUK-HAI] minion. Each companion who has resistance 0 is strength -3. Each time Uruk Zealot wins a skirmish, you may draw 3 cards.
Uruk-hai Guard;BlackRider;LOTR12156;Shadow;Uruk-hai;Minion - Uruk-hai;04;11;2;;5;;12;R;156;;;Damage +1. Assignment: Exert this minion and spot a companion to prevent the Free Peoples player from assigning that companion to this minion.
Uruk-hai Troop;BlackRider;LOTR12157;Shadow;Uruk-hai;Minion - Uruk-hai;05;09;4;;5;;12;R;157;;;Damage +1. Each character skirmishing this minion looses all strength bonuses from weapons.
Vicious Uruk;BlackRider;LOTR12158;Shadow;Uruk-hai;Minion - Uruk-hai;03;09;2;;5;;12;U;158;;;Damage +1. At the start of each skirmish involving this minion, you may draw a card for each wound on a character it is skirmishing.
Weapon of Opportunity;BlackRider;LOTR12159;Shadow;Uruk-hai;Possession - Hand Weapon;01;+2;;;;;12;C;159;;;Bearer must be an [URUK-HAI] minion. When you play this possession on a minion that has twilight cost of 4 or more, draw a card.
Worthy of Mordor;BlackRider;LOTR12160;Shadow;Uruk-hai;Condition - Support Area;00;;;;;;12;C;160;;;At the start of the regroup phase, you may remove [1] to make an [URUK-HAI] minion gain muster until the end of the regroup phase. (At the start of the regroup phase, you may discard a card from hand to draw a card.)
Black Rider;BlackRider;LOTR12161;Shadow;Wraith;Minion - Nazgul;05;08;3;;3;;12;U;161;;;Fierce. This minion is strength +1 for each companion you can spot.
Dark Approach;BlackRider;LOTR12162;Shadow;Wraith;Event - Shadow;00;;;;;;12;R;162;;;Play a Nazgul. His twilight cost is -1 for each forest site you can spot (limit -4).
Dark Temptation;BlackRider;LOTR12163;Shadow;Wraith;Condition - Support Area;01;;;;;;12;R;163;;;Each time you play a Nazgul, you may heal the Ring-bearer twice to add a burden.
Echo of Hooves;BlackRider;LOTR12164;Shadow;Wraith;Event - Shadow;02;;;;;;12;C;164;;;Toil 2. (For each [WRAITH] character you exert when playing this, its twilight cost is -2) Spot your Nazgul at a battleground or forest site to play a mount on him from your draw deck.
In the Ringwraith's Wake;BlackRider;LOTR12165;Shadow;Wraith;Event - Response;00;;;;;;12;U;165;;;If a Nazgul wins a skirmish, the Free Peoples player chooses to either exert the Ring-bearer or add a burden.
Lingering Shadow;BlackRider;LOTR12166;Shadow;Wraith;Condition - Support Area;00;;;;;;12;U;166;;;Skirmish: Transfer this condition from your support area to a character skirmishing a Nazgul. Each time a wound is removed from bearer, add a burden.
Minas Morgul Answers;BlackRider;LOTR12167;Shadow;Wraith;Event - Shadow;04;;;;;;12;U;167;;;Toil 2. (For each [WRAITH] character you exert when playing this, its twilight cost is -2) Spot a Nazgul to discard a Free Peoples condition from play.
Nazgul Blade;BlackRider;LOTR12168;Shadow;Wraith;Possession - Hand Weapon;01;+1;;;;;12;C;168;;;Bearer must be a Nazgul. While bearer is at a battleground or forest site, he is strength +1.
Sauron's Gaze;BlackRider;LOTR12169;Shadow;Wraith;Condition - Support Area;01;;;;;;12;R;169;;;Skirmish: Transfer this condition from your support area to a character skirmishing a Nazgul. The Free Peoples player cannot use bearer's special abilities.
Sense of Obligation;BlackRider;LOTR12170;Shadow;Wraith;Condition;02;;;;;;12;U;170;;;To play, spot a [WRAITH] minion. Bearer must be an unbound companion. Limit 1 per bearer. At the end of each assignment phase, if bearer is not assigned to a skirmish and a companion who does not bear a [WRAITH] condition is, add a burden.
Shadowy Mount;BlackRider;LOTR12171;Shadow;Wraith;Possession - Mount;02;;+1;;;;12;R;171;;;Bearer must be a Nazgul. While bearer is at a battleground or forest site, he is fierce. Assignment: Make the Free Peoples player assign bearer to an unbound companion bearing a [WRAITH] condition.
Steed of Mordor;BlackRider;LOTR12172;Shadow;Wraith;Possession - Mount;02;+1;;;;;12;C;172;;;Bearer must be a Nazgul. Bearer gains muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.) Each time bearer wins a skirmish, you may draw 2 cards.
Ulaire Attea, Black Predator;BlackRider;LOTR12173;Shadow;Wraith;Minion - Nazgul;06;12;3;;3;U;12;R;173;;;Fierce. Skirmish: Remove [2] and discard a [WRAITH] card from hand to make Ulaire Attea strength +3.
Ulaire Cantea, Black Assassin;BlackRider;LOTR12174;Shadow;Wraith;Minion - Nazgul;05;10;3;;3;U;12;R;174;;;Fierce. Assignment: Assign Ulaire Cantea to a companion who has resistance 0. Skirmish: Spot 6 companions and another [WRAITH] card to kill a companion Ulaire Cantea is skirmishing.
Ulaire Cantea, Black Assassin (T);BlackRider;LOTR12174T;Shadow;Wraith;Minion - Nazgul;05;10;3;;3;U;12;R;174T;Tengwar;;Fierce. Assignment: Assign Ulaire Cantea to a companion who has resistance 0. Skirmish: Spot 6 companions and another [WRAITH] card to kill a companion Ulaire Cantea is skirmishing.
Ulaire Enquea, Black Threat;BlackRider;LOTR12175;Shadow;Wraith;Minion - Nazgul;06;11;4;;3;U;12;R;175;;;Fierce.Toil 1. (For each [WRAITH] character you exert when playing this, its twilight cost is -1) Response: If you are playing a [WRAITH] event that has toil X, exert Ulaire Enquea to reduce that event's twilight cost by X.
Ulaire Lemenya, Black Enemy;BlackRider;LOTR12176;Shadow;Wraith;Minion - Nazgul;04;09;2;;3;U;12;U;176;;;When you play Ulaire Lemenya, you may play a [WRAITH] mount from your discard pile.
Ulaire Nelya, Black Hunter;BlackRider;LOTR12177;Shadow;Wraith;Minion - Nazgul;05;10;3;;2;U;12;C;177;;;Fierce. Each time Ulaire Nelya wins a skirmish, you may draw a card.
Ulaire Nertea, Black Horseman;BlackRider;LOTR12178;Shadow;Wraith;Minion - Nazgul;04;09;2;;3;U;12;C;178;;;The twilight cost of each mount is -1. While Ulaire Nertea is mounted, each Nazgul is strength +1 and has muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.)
Ulaire Otsea, Black Specter;BlackRider;LOTR12179;Shadow;Wraith;Minion - Nazgul;04;09;3;;3;U;12;R;179;;;Shadow: Exert Ulaire Otsea and discard a [WRAITH] condition from hand to discard a Free Peoples condition from play.
Ulaire Toldea, Black Shadow;BlackRider;LOTR12180;Shadow;Wraith;Minion - Nazgul;06;12;3;;3;U;12;U;180;;;Fierce. When you play Ulaire Toldea, you may exert him to take a [WRAITH] event from your discard pile into hand.
Unending Life;BlackRider;LOTR12181;Shadow;Wraith;Condition - Support Area;00;;;;;;12;C;181;;;While you can spot 6 companions, each Nazgul is strength +3. Skirmish: Discard this condition to heal a Nazgul.
Unimpeded;BlackRider;LOTR12182;Shadow;Wraith;Condition - Support Area;01;;;;;;12;C;182;;;Skirmish: Discard this condition to make a Nazgul strength +1 for each of the following that is true: he is at a battleground or forest site; he is skirmishing a companion who has resistance 4 or less; he is bearing a possession; he is in a fierce skirmish.
The Witch-king, Black Lord;BlackRider;LOTR12183;Shadow;Wraith;Minion - Nazgul;08;14;4;;3;U;12;R;183;;;Fierce. The Witch-King is twilight cost -1 for each wound on the Ring-bearer. Each time a companion is played, you may reveal this card from hand to exert the Ring-bearer.
The Witch-king's Beast, Fell Creature;BlackRider;LOTR12184;Shadow;Wraith;Possession - Mount;02;+2;;;;U;12;U;184;;;Bearer must be a Nazgul. If bearer is The Witch-king, after all skirmishes and fierce skirmishes have been resolved, you may exert him twice to make him participate in one additional assignment and skirmish phase.
The Angle;BlackRider;LOTR12185;Site;Site;Site;00;;;;;;12;U;185;;;Forest. Shadow: Play a Nazgul (or spot 6 companions and discard 2 cards from hand) to draw a card.
The Bridge of Khazad-dum;BlackRider;LOTR12186;Site;Site;Site;00;;;;;;12;U;186;;;Battleground. Underground. The Balrog is twilight cost -3.
Emyn Muil;BlackRider;LOTR12187;Site;Site;Site;00;;;;;;12;S;187;;;Mountain. Maneuver: Remove 2 and exert your minion that is not fierce to make that minion fierce until the regroup phase.
Hill of Sight;BlackRider;LOTR12188;Site;Site;Site;01;;;;;;12;S;188;;;Battleground. Forest. While you can spot 3 minions (or 6 companions), each unbound companion is resistance -2.
Hobbiton Market;BlackRider;LOTR12189;Site;Site;Site;02;;;;;;12;S;189;;;Dwelling. When the fellowship moves from this site, wound each minion that is not a lurker.
Northern Pelennor;BlackRider;LOTR12190;Site;Site;Site;01;;;;;;12;S;190;;;Battleground. Plains. Shadow: Make your lurker minion lose lurker until the regroup phase.
Shores of Nen Hithoel;BlackRider;LOTR12191;Site;Site;Site;01;;;;;;12;U;191;;;River. Shadow: Spot 5 [ORC] Orcs to prevent the fellowship from moving again this turn.
Slopes of Orodruin;BlackRider;LOTR12192;Site;Site;Site;01;;;;;;12;U;192;;;Mountain. Shadow: Remove 2 and discard 2 Free Peoples cards from hand to draw a card.
Starkhorn;BlackRider;LOTR12193;Site;Site;Site;03;;;;;;12;U;193;;;Mountain. Each time your Dwarf wins a skirmish, you may draw a card.
Wold Battlefield;BlackRider;LOTR12194;Site;Site;Site;02;;;;;;12;U;194;;;Plains. Skirmish: Exert your Man (except an enduring Man) to make him or her damage +1.
Elrond, Witness to History (F);BlackRider;LOTR12F01;Free;Elven;Companion - Elf;04;08;4;07;;U;12;RF;001;Legends Series.;;To play, spot an Elf. Skirmish: If Elrond is skirmishing a minion, exert him to place an [ELVEN] card from your discard pile on top of your draw deck.
Hadafang (F);BlackRider;LOTR12F02;Free;Elven;Possession - Hand Weapon;01;+2;;;;U;12;RF;002;Legends Series.;;Bearer must be Arwen or Elrond. Each time bearer wins a skirmish, you may exert him or her to discard a condition from play.
Gandalf, The White Rider (F);BlackRider;LOTR12F03;Free;Gandalf;Companion - Wizard;04;07;4;07;;U;12;RF;003;Legends Series.;;Skirmish: If Gandalf is not assigned to a skirmish, exert him and another unbound companion skirmishing a minion to make Gandalf strength +3 and have him replace that companion in that skirmish.
Faramir, Dunadan of Gondor (F);BlackRider;LOTR12F04;Free;Gondor;Companion - Man;03;07;3;07;;U;12;RF;004;Legends Series.;;Ranger. Skirmish: Exert Faramir to make him strength +1 for each wound on the Ring-bearer.
Faramir's Sword (F);BlackRider;LOTR12F05;Free;Gondor;Possession - Hand Weapon;02;+2;;;;U;12;RF;005;Legends Series.;;Bearer must be Faramir. He is damage +1. Each minion skirmishing Faramir at a battleground or forest site is roaming.
Castamir of Umbar, Corsair Vandal (F);BlackRider;LOTR12F06;Shadow;Men;Minion - Man;07;14;4;;4;U;12;RF;006;Legends Series.;;Fierce. Toil 1. (For each [MEN] character you exert when playing this, its twilight cost is -1) Each wounded [MEN] minion is strength +2.
Grima, Betrayer of Rohan (F);BlackRider;LOTR12F07;Shadow;Men;Minion - Man;02;04;3;;3;U;12;RF;007;Legends Series.;;Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Each time a companion loses a skirmish involving a [MEN] minion, you may exert Grima to exert a companion.
The Balrog, The Terror of Khazad-dum (F);BlackRider;LOTR12F08;Shadow;Moria;Minion - Balrog;12;17;5;;4;U;12;RF;008;Legends Series.;;Damage +1. While The Balrog is at an underground site, it is fierce and cannot take wounds or be exerted.
Cave Troll of Moria, Savage Menace (F);BlackRider;LOTR12F09;Shadow;Orc;Minion - Troll;12;15;4;;4;U;12;RF;009;Legends Series.;;Damage +1. Fierce. Toil 2. (For each [ORC] character you exert when playing this, its twilight cost is -2) Each time an [ORC] lurker wins a skirmish, you may make the Free Peoples player discard the top 2 cards of his or her draw deck.
Orc Artisan (F);BlackRider;LOTR12F10;Shadow;Orc;Minion - Orc;05;12;3;;4;;12;RF;010;Legends Series.;;Each time you play an [ORC] possession on an [ORC] Orc, you may add [1] (or [2] if that Orc is at a battleground or underground site).
The Mouth of Sauron, Lieutenant of Barad-dur (F);BlackRider;LOTR12F11;Free;Sauron;Minion - Man;03;09;3;;5;U;12;RF;011;Legends Series.;;Assignment: Assign The Mouth of Sauron to the companion who has the highest strength. (If two or more are tied for highest, choose one.)
Bilbo, Melancholy Hobbit (F);BlackRider;LOTR12F12;Free;Shire;Companion - Hobbit;02;03;4;08;;U;12;RF;012;Legends Series.;;Ring-bound. At the start of each skirmish involving Bilbo, you may exert him to take a [SHIRE] skirmish event into hand from your discard pile.
Uruk Zealot (F);BlackRider;LOTR12F13;Shadow;Uruk-hai;Minion - Uruk-hai;06;14;4;;5;U;12;RF;013;Legends Series.;;Damage +1. To play, spot an [URUK-HAI] minion. Each companion who has resistance 0 is strength -3. Each time Uruk Zealot wins a skirmish, you may draw 3 cards.
Dark Approach (F);BlackRider;LOTR12F14;Shadow;Wraith;Event - Shadow;00;;;;;;12;RF;014;Legends Series.;;Play a Nazgul. His twilight cost is -1 for each forest site you can spot (limit -4).
Ulaire Attea, Black Predator (F);BlackRider;LOTR12F15;Shadow;Wraith;Minion - Nazgul;06;12;3;;3;U;12;RF;015;Legends Series.;;Fierce. Skirmish: Remove [2] and discard a [WRAITH] card from hand to make Ulaire Attea strength +3.
Ulaire Cantea, Black Assassin (F);BlackRider;LOTR12F16;Shadow;Wraith;Minion - Nazgul;05;10;3;;3;U;12;RF;016;Legends Series.;;Fierce. Assignment: Assign Ulaire Cantea to a companion who has resistance 0. Skirmish: Spot 6 companions and another [WRAITH] card to kill a companion Ulaire Cantea is skirmishing.
Ulaire Enquea, Black Threat (F);BlackRider;LOTR12F17;Shadow;Wraith;Minion - Nazgul;06;11;4;;3;U;12;RF;017;Legends Series.;;Fierce.Toil 1. (For each [WRAITH] character you exert when playing this, its twilight cost is -1) Response: If you are playing a [WRAITH] event that has toil X, exert Ulaire Enquea to reduce that event's twilight cost by X.
The Witch-king, Black Lord (F);BlackRider;LOTR12F18;Shadow;Wraith;Minion - Nazgul;08;14;4;;3;U;12;RF;018;Legends Series.;;Fierce. The Witch-King is twilight cost -1 for each wound on the Ring-bearer. Each time a companion is played, you may reveal this card from hand to exert the Ring-bearer.
Gandalf, The White Rider (O);BlackRider;LOTR12O01;Free;Gandalf;Companion - Wizard;04;07;4;07;;U;12;O;001;Legends Masterworks Series;;Skirmish: If Gandalf is not assigned to a skirmish, exert him and another unbound companion skirmishing a minion to make Gandalf strength +3 and have him replace that companion in that skirmish.
Faramir, Dunadan of Gondor (O);BlackRider;LOTR12O02;Free;Gondor;Companion - Man;03;07;3;07;;U;12;O;002;Legends Masterworks Series;;Ranger. Skirmish: Exert Faramir to make him strength +1 for each wound on the Ring-bearer.
Faramir's Sword (O);BlackRider;LOTR12O03;Free;Gondor;Possession - Hand Weapon;02;+2;;;;U;12;O;003;Legends Masterworks Series;;Bearer must be Faramir. He is damage +1. Each minion skirmishing Faramir at a battleground or forest site is roaming.
The Balrog, The Terror of Khazad-dum (O);BlackRider;LOTR12O04;Shadow;Moria;Minion - Balrog;12;17;5;;4;U;12;O;004;Legends Masterworks Series;;Damage +1. While The Balrog is at an underground site, it is fierce and cannot take wounds or be exerted.
Dark Approach (O);BlackRider;LOTR12O05;Shadow;Wraith;Event - Shadow;00;;;;;;12;O;005;Legends Masterworks Series;;Play a Nazgul. His twilight cost is -1 for each forest site you can spot (limit +4).
Ulaire Attea, Black Predator (O);BlackRider;LOTR12O06;Shadow;Wraith;Minion - Nazgul;06;12;3;;3;U;12;O;006;Legends Masterworks Series;;Fierce. Skirmish: Remove [2] and discard a [WRAITH] card from hand to make Ulaire Attea strength +3.
Ulaire Cantea, Black Assassin (O);BlackRider;LOTR12O07;Shadow;Wraith;Minion - Nazgul;05;10;3;;3;U;12;O;007;Legends Masterworks Series;;Fierce. Assignment: Assign Ulaire Cantea to a companion who has resistance 0. Skirmish: Spot 6 companions and another [WRAITH] card to kill a companion Ulaire Cantea is skirmishing.
Ulaire Enquea, Black Threat (O);BlackRider;LOTR12O08;Shadow;Wraith;Minion - Nazgul;06;11;4;;3;U;12;O;008;Legends Masterworks Series;;Fierce. Toil 1. Response: If you are playing a [WRAITH] event that has toil X, exert Ulaire Enquea to reduce that event's twilight cost by X.
The Witch-king, Black Lord (O);BlackRider;LOTR12O09;Shadow;Wraith;Minion - Nazgul;08;14;4;;3;U;12;O;009;Legends Masterworks Series;;Fierce. The Witch-king is twilight cost-1 for each wound on the Ring-bearer. Each time a companion is played, you may reveal this card from hand to exert the Ring-bearer.
Arod, Rohirrim Steed;Bloodlines;LOTR13001;Free;Dwarven;Possession - Mount;01;;;+1;;U;13;R;001;;;Bearer must be a Dwarf. When you play Arod, you may reinforce a [DWARVEN] token. Response: If bearer is about to take a wound during a skirmish, remove 2 [DWARVEN] tokens to prevent that.
Awkward Moment;Bloodlines;LOTR13002;Free;Dwarven;Event - Skirmish;01;;;;;;13;C;002;;;Make a Dwarf strength +3 (or +4 and damage +1 if you can spot a [DWARVEN] token).
